Salt Lake City UT Rochester MN,Salt Lake City UT,Rochester MN,1360.7
Gainesville FL Johnstown PA,Gainesville FL,Johnstown PA,843.5
San Jose CA Butte MT,San Jose CA,Butte MT,881.3
Syracuse NY Kitchener ON,Syracuse NY,Kitchener ON,294.1
Pueblo CO El Paso TX,Pueblo CO,El Paso TX,467.2
Wheeling WV Cambridge MA,Wheeling WV,Cambridge MA,683.3
Baton Rouge LA Helena MT,Baton Rouge LA,Helena MT,1823.6
Saint Louis MO Toledo OH,Saint Louis MO,Toledo OH,504.7
Natchez MS Calgary AB,Natchez MS,Calgary AB,2065.8
Saint Paul MN Moncton NB,Saint Paul MN,Moncton NB,1964.7
Utica NY Prince Rupert BC,Utica NY,Prince Rupert BC,3892.4
Berkeley CA Meriden CT,Berkeley CA,Meriden CT,3427.1
Moose Jaw SK Winnipeg MB,Moose Jaw SK,Winnipeg MB,575.2
Rockford IL Atlantic City NJ,Rockford IL,Atlantic City NJ,1033.4
Cambridge MA Portsmouth NH,Cambridge MA,Portsmouth NH,53.7
Lexington KY Urbana IL,Lexington KY,Urbana IL,296.5
Springfield MA Greenville SC,Springfield MA,Greenville SC,842.5
Green Bay WI Urbana IL,Green Bay WI,Urbana IL,304.9
Racine WI Greensboro NC,Racine WI,Greensboro NC,718.5
Toronto ON Amarillo TX,Toronto ON,Amarillo TX,1655.4
Norfolk VA Tacoma WA,Norfolk VA,Tacoma WA,3269.3
Charleston SC Pasadena CA,Charleston SC,Pasadena CA,2642
Flint MI Ft Worth TX,Flint MI,Ft Worth TX,1180.1
Columbia MO Gallup NM,Columbia MO,Gallup NM,1158.1
Whitehorse YK Salina KS,Whitehorse YK,Salina KS,2997
Colorado Springs CO Wheeling WV,Colorado Springs CO,Wheeling WV,1667.4
Yuma AZ Eureka CA,Yuma AZ,Eureka CA,863.6
Prince Rupert BC Nashville TN,Prince Rupert BC,Nashville TN,3266.2
Cambridge MA Niagara Falls ON,Cambridge MA,Niagara Falls ON,552.4
San Antonio TX Cleveland OH,San Antonio TX,Cleveland OH,1429.4
Honolulu HI Natchez MS,Honolulu HI,Natchez MS,4646.1
Provo UT Lima OH,Provo UT,Lima OH,1904.1
Tacoma WA Sacramento CA,Tacoma WA,Sacramento CA,602.7
Bellingham WA Sioux Falls SD,Bellingham WA,Sioux Falls SD,1817.8
Houston TX Medicine Hat AB 1,Houston TX,Medicine Hat AB,1766.4
Brockton MA Wheeling WV,Brockton MA,Wheeling WV,684.7
Topeka KS Cleveland OH,Topeka KS,Cleveland OH,980.8
Bridgeport CT Fresno CA,Bridgeport CT,Fresno CA,3232
Manchester NH Denver CO,Manchester NH,Denver CO,2327.6
Oakland CA Columbia MO,Oakland CA,Columbia MO,2070
Fresno CA Pocatello ID,Fresno CA,Pocatello ID,659.8
Bridgeport CT Harrisburg PA,Bridgeport CT,Harrisburg PA,261.6
Burlington VT Greensboro NC,Burlington VT,Greensboro NC,737.4
Winnipeg MB Wilmington NC,Winnipeg MB,Wilmington NC,1718.3
Lincoln NE Yakima WA,Lincoln NE,Yakima WA,1695.2
Kenosha WI Champaign IL,Kenosha WI,Champaign IL,173
Baton Rouge LA Cedar Rapids IA,Baton Rouge LA,Cedar Rapids IA,799.3
Kansas City KS Dodge City KS,Kansas City KS,Dodge City KS,384.1
Syndey NS Washington DC,Syndey NS,Washington DC,1276.7
Saint Louis MO Trois-Rivieres QC,Saint Louis MO,Trois-Rivieres QC,1322.9
El Paso TX Sarasota FL,El Paso TX,Sarasota FL,1683.2
Mobile AL Birmingham AL,Mobile AL,Birmingham AL,213.3
Battle Creek MI Sheridan WY,Battle Creek MI,Sheridan WY,1514.3
Augusta GA Springfield MO,Augusta GA,Springfield MO,824
Timmins ON Dayton OH,Timmins ON,Dayton OH,639.1
Kitchener ON Pittsburgh PA 1,Kitchener ON,Pittsburgh PA,220.3
Bismarck ND Victoria BC,Bismarck ND,Victoria BC,1569.6
Burlington VT Brockton MA,Burlington VT,Brockton MA,224.3
Meriden CT Pittsburgh PA,Meriden CT,Pittsburgh PA,502.5
Flint MI Joplin MO,Flint MI,Joplin MO,852.8
Pasadena CA Portland OR,Pasadena CA,Portland OR,846.1
San Juan PR Troy NY,San Juan PR,Troy NY,1756.3
Carson City NV London ON,Carson City NV,London ON,2675.9
Saint Louis MO El Paso TX,Saint Louis MO,El Paso TX,1221.4
San Bernardino CA Spartanburg NC,San Bernardino CA,Spartanburg NC,2443.7
Butte MT Colorado Springs CO,Butte MT,Colorado Springs CO,727.6
Marshall TX Portsmouth VA,Marshall TX,Portsmouth VA,1283.2
Prince Rupert BC Columbus GA,Prince Rupert BC,Columbus GA,3484.1
Pierre SD Dodge City KS,Pierre SD,Dodge City KS,457.7
New Haven CT Portsmouth NH,New Haven CT,Portsmouth NH,193
North Bay ON Fairbanks AK,North Bay ON,Fairbanks AK,4884.3
Santa Cruz CA Enid OK,Santa Cruz CA,Enid OK,1669.2
Spartanburg NC Houston TX,Spartanburg NC,Houston TX,994.8
Superior WI Elizabeth NJ,Superior WI,Elizabeth NJ,1305.2
Columbus GA Salina KS,Columbus GA,Salina KS,977.3
Lawrence MA Moose Jaw SK,Lawrence MA,Moose Jaw SK,2434.2
Sault Ste Marie ON Johnstown PA,Sault Ste Marie ON,Johnstown PA,710.2
Winston-Salem NC Saskatoon SK,Winston-Salem NC,Saskatoon SK,2138.8
Ogden UT Ottawa ON,Ogden UT,Ottawa ON,2500.1
Wichita KS Guelph ON,Wichita KS,Guelph ON,1247
Fargo ND Central Islip NY,Fargo ND,Central Islip NY,1683.2
Corpus Christi TX Providence RI,Corpus Christi TX,Providence RI,2040.1
Santa Barbara CA Indianapolis IN,Santa Barbara CA,Indianapolis IN,2346.7
South Bend IN Fargo ND,South Bend IN,Fargo ND,811.9
Amarillo TX Marshall TX,Amarillo TX,Marshall TX,547.9
San Jose CA Raleigh NC,San Jose CA,Raleigh NC,2990.7
Lima OH Austin TX,Lima OH,Austin TX,1188.2
Medicine Hat AB Columbia SC,Medicine Hat AB,Columbia SC,2330.7
Reno NV Allentown PA,Reno NV,Allentown PA,3063.4
Billings MT Albuquerque NM,Billings MT,Albuquerque NM,750.2
Ashland KY Saint Petersburg FL,Ashland KY,Saint Petersburg FL,739.9
Mobile AL Bowling Green KY,Mobile AL,Bowling Green KY,448.9
Minot ND Salt Lake City UT,Minot ND,Salt Lake City UT,895.8
Miami FL Belleville ON,Miami FL,Belleville ON,1288.1
Nashville TN Gulfport MS,Nashville TN,Gulfport MS,431.2
Roanoke VA Helena MT,Roanoke VA,Helena MT,2309.2
Steubenville OH Bangor ME,Steubenville OH,Bangor ME,874.5
Gary IN Jackson MS,Gary IN,Jackson MS,671.5
Wheeling WV Chicago IL,Wheeling WV,Chicago IL,494.4
Portsmouth NH Jackson MI,Portsmouth NH,Jackson MI,944.1
Oklahoma City OK Meriden CT,Oklahoma City OK,Meriden CT,1758
Baton Rouge LA Tampa FL 1,Baton Rouge LA,Tampa FL,635.3
Prince Rupert BC Racine WI,Prince Rupert BC,Racine WI,3054
Huntsville AL London ON,Huntsville AL,London ON,678.5
Worcester MA Boston MA,Worcester MA,Boston MA,51.7
Wheeling WV Utica NY,Wheeling WV,Utica NY,433.4
Medicine Hat AB Charlottetown PE,Medicine Hat AB,Charlottetown PE,3299
Baton Rouge LA Peoria IL,Baton Rouge LA,Peoria IL,716
Eugene OR Juneau AK,Eugene OR,Juneau AK,1258.1
Columbia MO El Paso TX,Columbia MO,El Paso TX,1096.9
Biloxi MS Buffalo NY,Biloxi MS,Buffalo NY,1105.8
New Orleans LA Johnstown PA,New Orleans LA,Johnstown PA,1188.5
Los Angeles CA Reno NV,Los Angeles CA,Reno NV,393.7
Niagara Falls ON Jacksonville FL,Niagara Falls ON,Jacksonville FL,901.3
Brockton MA Ogden UT,Brockton MA,Ogden UT,2830.4
Biloxi MS New Haven CT,Biloxi MS,New Haven CT,1335.7
Omaha NE Meriden CT,Omaha NE,Meriden CT,1598.3
London ON Charleston SC,London ON,Charleston SC,709.2
Toronto ON Saint Louis MO,Toronto ON,Saint Louis MO,822.4
Hamilton ON Montreal QC,Hamilton ON,Montreal QC,449.5
Boston MA London ON,Boston MA,London ON,703.6
Battle Creek MI Toledo OH,Battle Creek MI,Toledo OH,121.1
Houston TX Tallahassee FL,Houston TX,Tallahassee FL,767.1
Daytona Beach FL Dayton OH,Daytona Beach FL,Dayton OH,761
Prince Rupert BC Flagstaff AZ,Prince Rupert BC,Flagstaff AZ,1850.9
Rochester MN Timmins ON,Rochester MN,Timmins ON,828.4
Cincinnati OH Jackson MI,Cincinnati OH,Jackson MI,213.1
Bakersfield CA Saskatoon SK,Bakersfield CA,Saskatoon SK,1439.3
Schenectady NY Allentown PA,Schenectady NY,Allentown PA,186.3
Peterborough ON Juneau AK,Peterborough ON,Juneau AK,3993.4
New Orleans LA Worcester MA,New Orleans LA,Worcester MA,1522.2
Charleston SC Boise ID,Charleston SC,Boise ID,2615.7
Vancouver BC Fredericton NB,Vancouver BC,Fredericton NB,3921
Pasadena CA Mobile AL,Pasadena CA,Mobile AL,2093.5
Kenosha WI Saint Cloud MN,Kenosha WI,Saint Cloud MN,484
Alert NT Columbus OH,Alert NT,Columbus OH,3270.4
Ann Arbor MI Augusta GA,Ann Arbor MI,Augusta GA,620
Portland ME Lethbridge AB,Portland ME,Lethbridge AB,2968.4
Charlotte NC Central Islip NY,Charlotte NC,Central Islip NY,653.1
Concord NH Gainesville FL,Concord NH,Gainesville FL,1197.1
Terre Haute IN Syracuse NY,Terre Haute IN,Syracuse NY,816.8
Pocatello ID Salem OR,Pocatello ID,Salem OR,745.5
Edmonton AB Detroit MI,Edmonton AB,Detroit MI,2244.4
Terre Haute IN Jackson MS,Terre Haute IN,Jackson MS,531
Portland OR Johnstown PA,Portland OR,Johnstown PA,3223.6
Juneau AK Lafayette IN,Juneau AK,Lafayette IN,3509.9
Schenectady NY Sheboygan WI,Schenectady NY,Sheboygan WI,954
Albany NY Springfield MO,Albany NY,Springfield MO,1401.5
Santa Cruz CA Richmond VA,Santa Cruz CA,Richmond VA,3079.8
Terre Haute IN Enid OK,Terre Haute IN,Enid OK,753.5
Minot ND North Bay ON,Minot ND,North Bay ON,1513.4
Bismarck ND Saint Paul MN,Bismarck ND,Saint Paul MN,546.7
Boise ID Springfield OH,Boise ID,Springfield OH,2252.7
Timmins ON Madison WI,Timmins ON,Madison WI,672.1
Stockton CA San Juan PR,Stockton CA,San Juan PR,4043.8
Peterborough ON Walla Walla WA,Peterborough ON,Walla Walla WA,2765.3
Greenville SC Augusta ME,Greenville SC,Augusta ME,1089.4
Schenectady NY Gadsden AL,Schenectady NY,Gadsden AL,1031.9
Portland OR Saint Catherines ON,Portland OR,Saint Catherines ON,3010.2
Windsor ON Vancouver BC,Windsor ON,Vancouver BC,2820.1
Peterborough ON San Francisco CA,Peterborough ON,San Francisco CA,3076.5
Brantford ON Great Falls MT,Brantford ON,Great Falls MT,2160.2
Saint Paul MN Bowling Green KY,Saint Paul MN,Bowling Green KY,716.3
Rockford IL San Jose CA,Rockford IL,San Jose CA,2291.8
Juneau AK San Bernardino CA,Juneau AK,San Bernardino CA,2048.3
Tulsa OK Meriden CT,Tulsa OK,Meriden CT,1644.6
Albany NY Canton OH,Albany NY,Canton OH,542
Charleston SC Tulsa OK,Charleston SC,Tulsa OK,1134.1
Roanoke VA Cleveland OH,Roanoke VA,Cleveland OH,316.3
Galveston TX New York NY,Galveston TX,New York NY,1638.8
Louisville KY Shreveport LA,Louisville KY,Shreveport LA,679.4
San Antonio TX Amarillo TX,San Antonio TX,Amarillo TX,462.3
Great Falls MT Central Islip NY 1,Great Falls MT,Central Islip NY,2682.9
Kalamazoo MI Tucson AZ,Kalamazoo MI,Tucson AZ,1884
Peterborough ON Victoria BC,Peterborough ON,Victoria BC,3128.5
Lawrence MA Louisville KY,Lawrence MA,Louisville KY,1054.4
New York NY Tampa FL,New York NY,Tampa FL,1057.9
South Bend IN Texarkana TX,South Bend IN,Texarkana TX,784.8
Cleveland OH San Bernardino CA,Cleveland OH,San Bernardino CA,2511.8
Boston MA Schenectady NY,Boston MA,Schenectady NY,201.4
Beaumont TX London ON,Beaumont TX,London ON,1258
Regina SK Albany NY,Regina SK,Albany NY,2202.3
Manchester NH Bakersfield CA,Manchester NH,Bakersfield CA,3328.3
Lima OH Yellowknife NT,Lima OH,Yellowknife NT,2577.9
Newark NJ Lincoln NE,Newark NJ,Lincoln NE,1554.2
Manchester NH Columbia MO,Manchester NH,Columbia MO,1469.4
West Palm Beach FL Salt Lake City UT,West Palm Beach FL,Salt Lake City UT,2404.3
Syracuse NY Greenville SC,Syracuse NY,Greenville SC,712
Philadelphia PA Elizabeth NJ,Philadelphia PA,Elizabeth NJ,82.2
Saint Cloud MN Portland ME,Saint Cloud MN,Portland ME,1657
Columbus OH Peoria IL,Columbus OH,Peoria IL,458.1
Saint Petersburg FL Sheboygan WI,Saint Petersburg FL,Sheboygan WI,1157.7
Superior WI Gainesville FL,Superior WI,Gainesville FL,1359.3
Asheville NC Quebec City QC,Asheville NC,Quebec City QC,1194.1
Grand Junction CO Santa Cruz CA,Grand Junction CO,Santa Cruz CA,942.5
Helena MT Rochester MN,Helena MT,Rochester MN,1363.5
San Francisco CA Philadelphia PA,San Francisco CA,Philadelphia PA,3268.5
Little Rock AR Kitchener ON,Little Rock AR,Kitchener ON,1019.3
Enid OK Syndey NS,Enid OK,Syndey NS,2699.6
Berkeley CA Montpelier VT,Berkeley CA,Montpelier VT,3462
Savannah GA Los Angeles CA,Savannah GA,Los Angeles CA,2570
Huntsville AL Milwaukee WI,Huntsville AL,Milwaukee WI,581.3
Toronto ON Jacksonville FL,Toronto ON,Jacksonville FL,931.8
Galveston TX Lincoln NE,Galveston TX,Lincoln NE,804.9
Sarasota FL Lincoln NE,Sarasota FL,Lincoln NE,1348.9
Anchorage AK Toronto ON,Anchorage AK,Toronto ON,5020.9
Portsmouth NH Santa Barbara CA,Portsmouth NH,Santa Barbara CA,3433.6
Salt Lake City UT Kenosha WI,Salt Lake City UT,Kenosha WI,1667.8
Indianapolis IN Springfield MO,Indianapolis IN,Springfield MO,523.9
Racine WI Marshall TX,Racine WI,Marshall TX,837.8
Saint Louis MO Hamilton OH,Saint Louis MO,Hamilton OH,393.1
Yuma AZ Savannah GA,Yuma AZ,Savannah GA,2316.8
Windsor ON Saint John's NF,Windsor ON,Saint John's NF,2119.5
Rapid City SD Halifax NS,Rapid City SD,Halifax NS,2745.2
Baltimore MD Toronto ON,Baltimore MD,Toronto ON,356.1
Youngstown OH Elizabeth NJ,Youngstown OH,Elizabeth NJ,445.9
Saint John NB Manchester NH,Saint John NB,Manchester NH,416.6
Akron OH Saint Louis MO,Akron OH,Saint Louis MO,623.2
Reno NV Detroit MI,Reno NV,Detroit MI,2547.8
Newark NJ Brantford ON,Newark NJ,Brantford ON,457.3
Prince Rupert BC Kingston ON,Prince Rupert BC,Kingston ON,3785
Yellowknife NT Sarasota FL,Yellowknife NT,Sarasota FL,3279
Bellingham WA Corpus Christi TX,Bellingham WA,Corpus Christi TX,2259
Rockford IL Sudbury ON,Rockford IL,Sudbury ON,647.3
Elizabeth NJ Ft Wayne IN,Elizabeth NJ,Ft Wayne IN,755.1
Detroit MI Portland OR,Detroit MI,Portland OR,2747.1
Lincoln NE Norfolk VA,Lincoln NE,Norfolk VA,1434.5
Syracuse NY Topeka KS,Syracuse NY,Topeka KS,1377.4
Burlington VT Des Moines IA,Burlington VT,Des Moines IA,1423.2
Moncton NB Churchill MB,Moncton NB,Churchill MB,2209.2
Cincinnati OH Santa Fe NM,Cincinnati OH,Santa Fe NM,1503.5
Binghamtom NY Philadelphia PA,Binghamtom NY,Philadelphia PA,157.2
Pittsfield MA Saint Catherines ON,Pittsfield MA,Saint Catherines ON,412.6
Salem OR Champaign IL,Salem OR,Champaign IL,2426.9
Urbana IL Gulfport MS,Urbana IL,Gulfport MS,676
Halifax NS Berkeley CA,Halifax NS,Berkeley CA,4089.1
Carson City NV Cambridge MA,Carson City NV,Cambridge MA,3369.5
San Diego CA Iowa City IA,San Diego CA,Iowa City IA,1875.5
Tacoma WA Colorado Springs CO 1,Tacoma WA,Colorado Springs CO,1359.4
Duluth MN Gulfport MS,Duluth MN,Gulfport MS,1153.2
Vancouver BC Eureka CA,Vancouver BC,Eureka CA,583.8
Lubbock TX Jersey City NJ,Lubbock TX,Jersey City NJ,1981.8
Hamilton ON Detroit MI,Hamilton ON,Detroit MI,222.9
Sacramento CA Springfield OH,Sacramento CA,Springfield OH,2605.5
Minneapolis MN Louisville KY,Minneapolis MN,Louisville KY,696.3
Gadsden AL Winnipeg MB,Gadsden AL,Winnipeg MB,1345.1
Enid OK Port Arthur TX,Enid OK,Port Arthur TX,525.4
Juneau AK Little Rock AR,Juneau AK,Little Rock AR,3335.1
Gallup NM Jersey City NJ,Gallup NM,Jersey City NJ,2421.9
Joplin MO Detroit MI,Joplin MO,Detroit MI,871.3
Terre Haute IN Corpus Christi TX,Terre Haute IN,Corpus Christi TX,1060.9
Lethbridge AB Washington DC,Lethbridge AB,Washington DC,2580
Honolulu HI San Francisco CA,Honolulu HI,San Francisco CA,2700.2
Winston-Salem NC Provo UT,Winston-Salem NC,Provo UT,2189.2
Saskatoon SK Windsor ON,Saskatoon SK,Windsor ON,1777.2
Lethbridge AB Calgary AB,Lethbridge AB,Calgary AB,132.7
Allentown PA Peterborough ON,Allentown PA,Peterborough ON,319.4
Victoria BC Ottawa ON,Victoria BC,Ottawa ON,3283.4
Champaign IL Buffalo NY,Champaign IL,Buffalo NY,674.8
Saint Petersburg FL Timmins ON,Saint Petersburg FL,Timmins ON,1439.9
Lowell MA Cheyenne WY,Lowell MA,Cheyenne WY,2317.2
Sheridan WY Greensboro NC,Sheridan WY,Greensboro NC,1971.3
Manchester NH Abilene TX,Manchester NH,Abilene TX,2085.2
Provo UT Fall River MA,Provo UT,Fall River MA,2800.4
Ann Arbor MI Amarillo TX,Ann Arbor MI,Amarillo TX,1342.4
Brockton MA Portland ME,Brockton MA,Portland ME,121.1
Churchill MB Peterborough ON,Churchill MB,Peterborough ON,1476.7
Baton Rouge LA Yuma AZ,Baton Rouge LA,Yuma AZ,1629.2
Huntsville AL Churchill MB,Huntsville AL,Churchill MB,1737.3
Sarasota FL Eugene OR,Sarasota FL,Eugene OR,3030.9
Columbia MO White Plains NY,Columbia MO,White Plains NY,1291.2
Iowa City IA Richmond VA,Iowa City IA,Richmond VA,1012.7
New Orleans LA Ft Smith AR,New Orleans LA,Ft Smith AR,479.7
Muncie IN Columbia SC,Muncie IN,Columbia SC,523
Ann Arbor MI North Bay ON,Ann Arbor MI,North Bay ON,411.5
Hartford CT Halifax NS,Hartford CT,Halifax NS,669.7
Jacksonville FL Moncton NB,Jacksonville FL,Moncton NB,1601.3
Sioux Falls SD Columbia SC,Sioux Falls SD,Columbia SC,1267.6
Kansas City MO Fall River MA,Kansas City MO,Fall River MA,1628.4
Portsmouth NH Huntsville AL,Portsmouth NH,Huntsville AL,1235.9
Eugene OR Roanoke VA,Eugene OR,Roanoke VA,3017.7
Lexington KY Salt Lake City UT,Lexington KY,Salt Lake City UT,1903.7
Natchez MS Ft Wayne IN,Natchez MS,Ft Wayne IN,790.7
Berkeley CA Boise ID,Berkeley CA,Boise ID,577.3
Gainesville FL Bismarck ND,Gainesville FL,Bismarck ND,1741.3
Saint Petersburg FL Springfield IL,Saint Petersburg FL,Springfield IL,960.5
Sioux City IA Jersey City NJ,Sioux City IA,Jersey City NJ,1547.2
Columbia SC Green Bay WI,Columbia SC,Green Bay WI,872.4
Johnstown PA Fresno CA,Johnstown PA,Fresno CA,3012.4
Duluth MN Bay City MI,Duluth MN,Bay City MI,609
Utica NY Savannah GA,Utica NY,Savannah GA,862.5
Anchorage AK Pocatello ID,Anchorage AK,Pocatello ID,2881.8
Meriden CT Rockford IL,Meriden CT,Rockford IL,1126.5
Wheeling WV Kalamazoo MI,Wheeling WV,Kalamazoo MI,369.8
Moncton NB Saint John NB,Moncton NB,Saint John NB,99.9
Santa Cruz CA Saint Paul MN,Santa Cruz CA,Saint Paul MN,2073.8
Youngstown OH Wilkes-Barre PA,Youngstown OH,Wilkes-Barre PA,329.6
Portsmouth VA Halifax NS,Portsmouth VA,Halifax NS,1044
Spartanburg NC Allentown PA,Spartanburg NC,Allentown PA,592.4
Akron OH Decatur IL,Akron OH,Decatur IL,520.9
Wichita KS Yellowknife NT,Wichita KS,Yellowknife NT,2079.9
Philadelphia PA Dayton OH 1,Philadelphia PA,Dayton OH,633.9
Minneapolis MN Seattle WA,Minneapolis MN,Seattle WA,2016.6
Louisville KY Stockton CA,Louisville KY,Stockton CA,2455.1
Portland OR Wheeling WV 1,Portland OR,Wheeling WV,2933.3
Springfield IL Guelph ON,Springfield IL,Guelph ON,697.8
Washington DC Fairbanks AK,Washington DC,Fairbanks AK,5202.3
Norfolk VA Phoenix AZ,Norfolk VA,Phoenix AZ,2483.9
Grand Rapids MI Reno NV,Grand Rapids MI,Reno NV,2371.1
Paducah KY Lancaster PA,Paducah KY,Lancaster PA,873.7
Akron OH Dawson YT,Akron OH,Dawson YT,4285
Providence RI Edmonton AB,Providence RI,Edmonton AB,3020.6
Duluth MN Juneau AK,Duluth MN,Juneau AK,3030.1
Eugene OR Erie PA,Eugene OR,Erie PA,2974.1
Edmonton AB Flagstaff AZ,Edmonton AB,Flagstaff AZ,1276.2
Oklahoma City OK Ft Wayne IN,Oklahoma City OK,Ft Wayne IN,941.1
Hartford CT Winnipeg MB,Hartford CT,Winnipeg MB,1787.8
Cheyenne WY Hilo HI,Cheyenne WY,Hilo HI,3824.2
Norfolk VA Butte MT,Norfolk VA,Butte MT,2583.3
Dallas TX Stockton CA,Dallas TX,Stockton CA,1729.5
Grand Rapids MI Minneapolis MN,Grand Rapids MI,Minneapolis MN,543
Seattle WA Springfield OH 1,Seattle WA,Springfield OH,2724.1
Canton OH Milwaukee WI,Canton OH,Milwaukee WI,476.9
Boston MA Pocatello ID,Boston MA,Pocatello ID,2859.7
Kenosha WI Belleville ON,Kenosha WI,Belleville ON,734.8
Lincoln NE Saint Cloud MN,Lincoln NE,Saint Cloud MN,371.7
Houston TX Concord NH,Houston TX,Concord NH,1890.2
Grand Rapids MI Peterborough ON 1,Grand Rapids MI,Peterborough ON,522.3
Racine WI Paducah KY,Racine WI,Paducah KY,394
Quebec City QC Amarillo TX,Quebec City QC,Amarillo TX,2302.8
Pocatello ID Portland OR,Pocatello ID,Portland OR,730.2
Ft Worth TX Burlington ONT,Ft Worth TX,Burlington ONT,1416.1
Johnstown PA Akron OH,Johnstown PA,Akron OH,363.7
Syracuse NY Sacramento CA,Syracuse NY,Sacramento CA,3148.3
Winnipeg MB Trenton NJ,Winnipeg MB,Trenton NJ,1692.8
Ashland KY Niagara Falls ON,Ashland KY,Niagara Falls ON,404.5
Salt Lake City UT Little Rock AR,Salt Lake City UT,Little Rock AR,1416.7
Grand Rapids MI Pierre SD,Grand Rapids MI,Pierre SD,1019.1
Bellingham WA Eugene OR,Bellingham WA,Eugene OR,327.9
Tulsa OK Texarkana TX,Tulsa OK,Texarkana TX,231.6
Saskatoon SK Jackson MS,Saskatoon SK,Jackson MS,1785.4
Huntsville AL Helena MT,Huntsville AL,Helena MT,1940.1
Indianapolis IN Whitehorse YK,Indianapolis IN,Whitehorse YK,3676.2
Dubuque IA Winnipeg MB,Dubuque IA,Winnipeg MB,684.7
Worcester MA Lincoln NE,Worcester MA,Lincoln NE,1721
Gulfport MS Tucson AZ,Gulfport MS,Tucson AZ,1514
Racine WI Spokane WA,Racine WI,Spokane WA,2076.3
Provo UT Moose Jaw SK,Provo UT,Moose Jaw SK,815
Portsmouth VA Columbus GA,Portsmouth VA,Columbus GA,672.2
Pittsfield MA Hamilton OH,Pittsfield MA,Hamilton OH,809.8
Augusta GA Natchez MS,Augusta GA,Natchez MS,664.7
Lexington KY Wilmington DE,Lexington KY,Wilmington DE,628.9
Fargo ND Pensacola FL,Fargo ND,Pensacola FL,1315.4
Cleveland OH Toronto ON,Cleveland OH,Toronto ON,216.5
Toronto ON Washington DC,Toronto ON,Washington DC,365.4
Toronto ON Ann Arbor MI,Toronto ON,Ann Arbor MI,313.5
Memphis TN Springfield MA,Memphis TN,Springfield MA,1298.4
Brockton MA Kalamazoo MI,Brockton MA,Kalamazoo MI,1006.7
Syracuse NY Louisville KY 1,Syracuse NY,Louisville KY,752.1
Paducah KY Spokane WA,Paducah KY,Spokane WA,2121.5
Binghamtom NY Laredo TX,Binghamtom NY,Laredo TX,1916.6
New Orleans LA Enid OK,New Orleans LA,Enid OK,699.1
Albany NY Calgary AB,Albany NY,Calgary AB,2842.8
Bakersfield CA White Plains NY,Bakersfield CA,White Plains NY,3151.2
Flagstaff AZ Concord NH,Flagstaff AZ,Concord NH,2826.3
Augusta GA Victoria BC,Augusta GA,Victoria BC,3050
San Bernardino CA Moncton NB,San Bernardino CA,Moncton NB,3728.3
Colorado Springs CO Sioux City IA,Colorado Springs CO,Sioux City IA,634.6
Wilmington NC Ann Arbor MI,Wilmington NC,Ann Arbor MI,684.5
Galveston TX Cedar Rapids IA,Galveston TX,Cedar Rapids IA,904.6
Augusta ME Santa Fe NM,Augusta ME,Santa Fe NM,2568.4
Springfield MA Allentown PA,Springfield MA,Allentown PA,225.4
Wilmington NC Gadsden AL,Wilmington NC,Gadsden AL,557.2
Atlantic City NJ Anchorage AK,Atlantic City NJ,Anchorage AK,5429.4
Duluth MN Eureka CA,Duluth MN,Eureka CA,2253.2
Gadsden AL Waco TX,Gadsden AL,Waco TX,788.3
Albany NY Eureka CA,Albany NY,Eureka CA,3485.2
Amarillo TX Saint Louis MO,Amarillo TX,Saint Louis MO,837.5
Columbia MO Meriden CT,Columbia MO,Meriden CT,1361
Timmins ON Yellowknife NT,Timmins ON,Yellowknife NT,2478
Greenville SC Steubenville OH,Greenville SC,Steubenville OH,400.1
Baltimore MD Carson City NV,Baltimore MD,Carson City NV,2981.8
Superior WI Schenectady NY,Superior WI,Schenectady NY,1283.8
Pittsburgh PA Lawrence MA,Pittsburgh PA,Lawrence MA,630
Burlington VT Omaha NE,Burlington VT,Omaha NE,1585.9
Atlantic City NJ Columbus OH,Atlantic City NJ,Columbus OH,594
Orlando FL San Bernardino CA,Orlando FL,San Bernardino CA,2510.9
Urbana IL Madison WI,Urbana IL,Madison WI,220.7
Raleigh NC Kalamazoo MI,Raleigh NC,Kalamazoo MI,658.4
Corpus Christi TX Bowling Green KY,Corpus Christi TX,Bowling Green KY,987.9
Sacramento CA Yuma AZ,Sacramento CA,Yuma AZ,623.7
Dayton OH Brattleboro VT,Dayton OH,Brattleboro VT,831.7
Canton OH Johnstown PA,Canton OH,Johnstown PA,351.6
Des Moines IA Cedar Rapids IA,Des Moines IA,Cedar Rapids IA,138.7
Omaha NE Charlottetown PE,Omaha NE,Charlottetown PE,2294
Dodge City KS Denver CO,Dodge City KS,Denver CO,369.7
Boston MA Sherbrooke QC,Boston MA,Sherbrooke QC,217.2
Los Angeles CA Erie PA,Los Angeles CA,Erie PA,2694.9
Pocatello ID New BritainCT,Pocatello ID,New BritainCT,2741.9
Omaha NE Reno NV,Omaha NE,Reno NV,1654
Saint Louis MO Asheville NC,Saint Louis MO,Asheville NC,568
Hamilton OH Guelph ON,Hamilton OH,Guelph ON,412.7
Lubbock TX New Orleans LA,Lubbock TX,New Orleans LA,851.6
Sheboygan WI Texarkana TX,Sheboygan WI,Texarkana TX,837
Honolulu HI Calgary AB,Honolulu HI,Calgary AB,3662.8
Columbia SC Springfield IL,Columbia SC,Springfield IL,717.3
